,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
0,24,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,C,24.0,0.63,0.008,0.978,12.0,31.3,22.0,8.7,1.4,6.0,18.7,23.9,6.1,7.1,0.4,5.0,5.5,5.4,0.944
1,24,81,35.4,15.7,8.7,4.2,1.6,2.1,0.505,0.0,0.618,9.3,0.155,PF,21.0,0.536,0.007,0.422,9.0,19.8,14.3,19.0,2.4,4.5,14.3,22.2,4.2,5.1,1.2,4.3,5.5,5.4,0.223
2,27,76,41.0,18.2,10.0,2.1,1.5,1.1,0.484,0.371,0.776,11.5,0.177,SF,18.3,0.586,0.148,0.577,5.9,23.2,14.7,9.0,2.0,2.2,13.1,20.3,5.3,6.2,0.6,2.9,3.5,4.3,0.185
3,25,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,SF,31.1,0.604,0.253,0.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,13.3,5.2,9.7,2.8,12.5,10.9,0.1
4,23,81,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,0.156,PG,19.1,0.54,0.088,0.312,4.3,10.5,7.5,43.7,3.3,0.3,19.3,20.2,4.9,4.7,2.2,1.3,3.5,4.1,0.09
5,30,77,33.8,11.0,4.3,3.0,1.4,0.3,0.414,0.355,0.688,5.3,0.098,SF,12.1,0.514,0.4,0.251,4.3,9.9,7.1,13.3,2.1,0.6,12.8,16.2,1.8,3.5,0.3,1.2,1.5,2.3,0.048
6,25,69,32.3,15.9,10.2,1.8,0.6,2.5,0.52,0.0,0.629,7.5,0.161,C,20.7,0.54,0.002,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,2.6,4.8,-0.9,4.3,3.4,3.0,0.038
7,25,82,28.6,6.0,4.7,1.8,1.2,0.6,0.44,0.313,0.674,4.0,0.082,SG,9.8,0.509,0.297,0.202,3.8,14.8,9.5,8.9,2.1,1.5,15.8,10.9,0.6,3.4,-1.6,2.8,1.2,1.9,0.033
8,27,76,28.5,8.6,7.6,1.1,0.9,0.9,0.572,0.2,0.663,8.1,0.179,PF,15.8,0.598,0.011,0.375,10.9,20.4,15.9,6.1,1.7,2.4,11.0,13.1,4.3,3.8,0.4,2.6,3.0,2.7,0.03
9,35,74,31.3,7.5,11.8,2.5,1.3,2.0,0.475,0.286,0.639,6.8,0.142,PF-C,17.9,0.501,0.014,0.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,-1.0,5.5,4.5,3.8,0.021
10,35,74,31.3,7.5,11.8,2.5,1.3,2.0,0.475,0.286,0.639,6.8,0.142,PF,18.3,0.497,0.017,0.256,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,1.7,2.8,-1.0,5.6,4.6,2.7,0.021
11,35,74,31.3,7.5,11.8,2.5,1.3,2.0,0.475,0.286,0.639,6.8,0.142,C,17.0,0.511,0.007,0.214,14.2,29.9,22.0,7.5,2.0,5.2,14.5,12.3,0.8,1.5,-0.9,5.3,4.5,1.2,0.021
12,28,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224,SG,28.0,0.562,0.161,0.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,7.4,2.0,9.4,8.0,0.021
13,31,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16,SG,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,3.6,-0.1,3.6,4.0,0.015
14,31,75,31.8,12.0,6.4,1.4,0.9,0.8,0.508,0.158,0.755,5.0,0.1,SF,14.7,0.535,0.024,0.179,7.7,15.2,11.5,7.2,1.5,1.9,10.6,18.1,2.1,2.8,-0.9,1.4,0.4,1.5,0.013
15,33,78,31.3,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,10.9,0.215,C,24.7,0.56,0.01,0.346,10.8,26.8,18.9,17.8,1.0,3.5,10.1,26.0,6.4,4.5,2.4,3.2,5.6,4.7,0.011
16,31,67,32.4,8.0,4.7,2.4,0.8,1.1,0.398,0.362,0.726,4.3,0.095,SG,11.1,0.541,0.624,0.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,2.2,2.1,0.1,1.9,2.1,2.2,0.008
17,28,58,29.0,11.9,4.6,2.7,1.4,1.2,0.506,0.292,0.744,6.0,0.171,SF,18.2,0.588,0.185,0.485,5.5,12.9,9.3,14.0,2.5,3.4,11.9,17.7,3.3,2.7,1.6,2.9,4.5,2.8,0.007
